openalex_id,pmid,doi,title,abstract,year,journal,authors,type,cited_by_count,domain_query
W2167789771,,10.14742/ajet.65,Investigating elementary school students' technology acceptance by applying digital game-based learning to environmental education,"&lt;p class=""Abstract""&gt;In order to improve and promote students' environmental knowledge, attitudes, and behaviour, integrating environmental education into the primary education curriculum has become a key issue for environmental education. For this reason, this study aimed to investigate elementary school students' acceptance of technology applying digital game-based learning (DGBL) to environmental education. A total of 32 fourth graders in an elementary school participated in a seven-week DGBL teaching experiment. After the experimental teaching session, a survey concerning ""perceived ease of use"", ""perceived usefulness"", and ""user intentions"" was conducted. The results show that the DGBL system is suitable for both genders at all levels of experience. In addition, the 4th grade students' ""perceived ease of use"", ""perceived usefulness"", ""attitudes toward use"", and ""intention to use"" reveal a high degree of positive and significant correlations. Furthermore, a path analysis verifies that DGBL acceptance will be directly influenced by a learner's ""attitude toward use"" and ""perceived usefulness."" Finally, when designing DGBL for 4th graders, the rich learning content and ease of use should be taken into account because they significantly contribute to a learner's intention to use the system, which may result in greater learning effectiveness.&lt;/p&gt;",2013,Australasian Journal of Educational Technology,Yuh-Ming Cheng; Shi‐Jer Lou; Sheng-Huang Kuo; Ru-Chu Shih,article,112,D6
W1985949139,,10.1111/poms.12061,Coordinating Production and Marketing with Dynamic Transfer Prices,"Decentralized decision making is a fact in the modern business world accompanied by extensive research that looks into its consequences for overall firm profits. We study the interactions of decentralized marketing and operations divisions in a corporation and explore their impact on overall firm profits in the case with and without coordination of the two decentralized units. We assume that the marketing department is responsible for the price that influences the demand (sales), and the operations department is responsible for the production rate. We allow for backlogging over time. We model the interdependence involving marketing and operations decisions as a non‐cooperative differential game, with the two divisions as strategically interacting players. We find that, without coordination, strategic interactions of marketing and production result in inefficiencies that can quantitatively be substantial. Next, we introduce a dynamic transfer pricing scheme as a coordination device and evaluate if it establishes efficient (first best and fully coordinated) outcomes. We show that if production and marketing play a game with pre‐commitment strategies, there exists a dynamic transfer price that efficiently (fully) coordinates decentralized decision making and hence results in Pareto‐efficient company profits. If the two decentralized divisions play a game without pre‐commitment, dynamic transfer prices can partially coordinate decentralized decision making but fail to fully eliminate overall inefficiencies arising from strategic interactions among decentralized divisions.",2013,Production and Operations Management,Engelbert J. Dockner; Gila E. Fruchter,article,23,D6
W4386647751,,10.1007/978-3-031-41456-5_48,“Is Proton Good Enough?” - A Performance Comparison Between Gaming on Windows and Linux,,2023,Lecture notes in computer science,Marek Kopel; Michał Bożek,book-chapter,3,D6
W2157730370,,10.1080/13675567.2013.838012,The impact of freight transport capacity limitations on supply chain dynamics,"We investigate how capacity limitations in the transportation system affect the dynamic behaviour of supply chains. We are interested in the more recently defined, ‘backlash’ effect. Using a system dynamics simulation approach, we replicate the well-known Beer Game supply chain for different transport capacity management scenarios. The results indicate that transport capacity limitations negatively impact on inventory and backlog costs, although there is a positive impact on the ‘backlash’ effect. We show that it is possible for both backlog and inventory to simultaneous occur, a situation which does not arise with the uncapacitated scenario. A vertical collaborative approach to transport provision is able to overcome such a trade-off.",2013,International Journal of Logistics Research and Applications,Virginia Spiegler; Mohamed Mohamed Naim,article,23,D6
W2142851356,,10.5539/mas.v5n5p87,Teaching Software Engineering Project Management – A Novel Approach for Software Engineering Programs,"In response to real and perceived short-comings in the quality and productivity of software engineering practices and projects, professionally-endorsed graduate and post-graduate curriculum guides have been developed to meet technical developments and evolving industry demands. Each of these curriculum guidelines identify better software project management skills as critical for all graduating students, but they provide little guidance on how to achieve this. One possible way is to use a serious game — a game designed to teach and educate players about some of the dynamic complexities of the field in a safe and inexpensive environment. This paper presents the results of a qualitative research project that used a simple game of a software project to see if and how games could contribute to better software project management education. Initial results suggest that suitably-designed games are able to teach software engineering and project management concepts at higher-order Bloom taxonomy levels.",2011,Modern Applied Science,Craig Caulfield; David Veal; Stanislaw Maj,article,29,D6
W2618433245,,,Agile Game Development And Fun,"Video game creation is one of the many sub-types of software development and poses both unique problems and solutions. One of the main differences between video game development and conventional software development is that video games are mostly created for entertainment rather than practical or calculation purposes. Also, video games have a tendency to be complex, large projects which can make them difficult to create, because development can take years. Agile development, on the other hand, is designed to adapt and evolve along with the project. This type of development can help projects clearly see what is bogging them down, as well as see where they are going. Applying the agile process in the form of Scrum can potentially solve many of the problems that persist within game development. This document will present what problems currently exist with game development, such as the complexity and non functional requirements that video games have. Also, it will go over a general overview of Agile, and a more in depth look at Scrum, the particular Agile method used in the experiment. Also, it will discuss the experiment process and recruitment process that was used. Along with the experiment process, it also explains what signature qualities were looked for.",2007,CU Scholar (University of Colorado Boulder),Andrea Gibson; Advisor Susanne Sherba,article,2,D6
W3192085524,,10.21512/jggag.v5i2.7480,Comparison of Xbox One and Steam Joystick-based Operating System User Interface using KLM- GOMS,"Despite having many advances in video game control such as voice or gesture control, most video game console manufacturers still use a joystick as the main control for their console. Currently, the problem with video game manufacturers is that instead of using the joystick as the point of user interface design, they instead used a design from another device such as a computer or tv. The research will compare Xbox One and Steam OS user interface by using KLM-GOMS Model. Based on the calculation it is concluded that the overall Xbox One has a more efficient design compared to Steam.",2021,Journal of Games Game Art and Gamification,Dodick Zulaimi Sudirman; Yaya Heryadi; Harco Leslie Hendric Spits Warnars; Benfano Soewito; Ford Lumban Gaol,article,2,D6
W139663254,,10.26503/dl.v2011i1.523,The Aiming Game: Using a Game with Biofeedback for Training in Emotion Regulation,"This paper discusses the development of the Aiming Game, a serious game intended to be used as a tool for training emotion regulation. The game is part of an intervention package designed to support training of financial investors in becoming aware of their emotional states as well as providing them with a toolbox which can be used for training to counteract cognitive biases which may interfere with their trading activities. The paper discusses how such a game can be implemented as well as how it can be effectively evaluated. The evaluation is mostly focused on the effectiveness of the induction of emotional arousal by the game, which is supported by standardized game design methods and patterns.",2011,,Henrik Cederholm; Olle Hilborn; Craig A. Lindley; Charlotte Sennersten; Jeanette Eriksson,article,18,D6
W4319870670,36873497,10.1016/j.heliyon.2023.e13588,Commercial device-based hand rehabilitation systems for stroke patients: State of the art and future prospects,"Various hand rehabilitation systems have recently been developed for stroke patients, particularly commercial devices. Articles from 10 electronic databases from 2010 to 2022 were extracted to conduct a systematic review to explore the existing commercial training systems (hardware and software) and evaluate their clinical effectiveness. This review divided the rehabilitation equipment into contact and non-contact types. Game-based training protocols were further classified into two types: immersion and non-immersion. The results of the review indicated that the majority of the devices included were effective in improving hand function. Users who underwent rehabilitation training with these devices reported improvements in their hand function. Game-based training protocols were particularly appealing as they helped reduce boredom during rehabilitation training sessions. However, the review also identified some common technical drawbacks in the devices, particularly in non-contact devices, such as their vulnerability to the effects of light. Additionally, it was found that currently, there is no commercially available game-based training protocol that specifically targets hand rehabilitation. Given the ongoing COVID-19 pandemic, there is a need to develop safer non-contact rehabilitation equipment and more engaging training protocols for community and home-based rehabilitation. Additionally, the review suggests the need for revisions or the development of new clinical scales for hand rehabilitation evaluation that consider the current scenario, where in-person interactions might be limited.",2023,Heliyon,Bo Sheng; Jianyu Zhao; Yanxin Zhang; Sheng Quan Xie; Jing Tao,review,36,D6
W2099689875,,10.1002/sres.643,Analysis of stock management gaming experiments and alternative ordering formulations,"Abstract This paper investigates two different yet related research questions about stock management in feedback environments. The first purpose is to analyse the effects of selected experimental factors on the performances of subjects (players) in a stock management simulation game. In light of these results, our second objective is to evaluate the adequacy of standard decision rules typically used in dynamic stock management models and to seek improvement formulations. To carry out the research, the generic stock management problem is chosen as the interactive gaming platform. In the first part, gaming experiments are designed to test the effects of three factors on decision‐making behaviour: different patterns of customer demand, minimum possible order decision (‘review’) interval and, finally, the type of receiving delay. ANOVA results of these three‐factor, two‐level experiments show which factors have significant effects on 10 different measures of behaviour (such as max–min range of orders, inventory amplitudes, periods of oscillations and backlog durations). In the second phase of research, the performances of subjects are compared against some selected ordering heuristics (formulations). First, the patterns of ordering behaviour of subjects are classified into three basic types. Comparing these three pattern types with simulation results using different decision rules, we observe that the common linear ‘anchoring and adjustment rule’ can represent the smooth and gradually damping type of behaviour, but cannot generate the non‐linear and/or discrete ordering dynamics. Thus, several alternative non‐linear rules are formulated and tested against subjects' behaviour patterns. Some standard discrete inventory control rules (such as ( s , S )) common in the inventory management literature are also formulated and tested. These non‐linear and/or discrete rules, compared with the linear stock adjustment rule, are found to be more representative of the subjects' ordering behaviour in many cases, in the sense that these rules can generate non‐linear and/or discrete ordering behaviours. Another major finding is the fact that the well‐documented oscillatory dynamic behaviour of the inventory is a quite general result, not just an artifact of the linear anchor and adjust rule. When the supply line is ignored or underestimated, large inventory oscillations result also with the non‐linear rules, as well as the standard inventory management rules. Furthermore, depending on parameter values, non‐linear ordering rules are more prone to yield unstable oscillations—even if the supply line is taken into account. Further methodological and experimental research questions are suggested. Copyright © 2004 John Wiley &amp; Sons, Ltd.",2004,Systems Research and Behavioral Science,Yaman Barlas; Mehmet Günhan Özevin,article,37,D6
W2942976469,,10.1109/access.2019.2914167,Load Balancing Based on Cache Resource Allocation in Satellite Networks,"During a high-speed movement, the satellites are connected intermittently, so the queue length becomes larger and a cache overflow appears. In this paper, the abundant storage resources of the multilayered satellite network (MLSN) are used to avoid the packet loss caused by a cache overflow of the Low Earth Orbit (LEO) satellites. However, due to the limited storage space of the Geostationary Earth Orbit (GEO) satellites, an effective load balance scheme which addresses two problems: LEO satellites competition in a non-cooperative fashion and content popularity utilization, is needed. Therefore, we propose a load balancing scheme based on the Stackelberg game, containing Members of a Game Algorithm and Distributed Cache Price Bargaining Algorithm. In addition, a storage technology based on content popularity (Popularity Matching Algorithm) is introduced. The numerical results show that the proposed methods are effective in pricing, cache resource allocation of GEO satellites, and load balancing of LEO satellites.",2019,IEEE Access,Erbao Wang; Hongyan Li; Shun Zhang,article,36,D6
W2145882942,,10.26503/dl.v2009i1.402,Mapping the game landscape: Locating genres using functional classification,"Are typical computer game genres still valid descriptors and useful for describing game structure and game content?Games have changed from simple to complex and from single function to multi function.By identifying structural differences in game elements we develop a more nuanced model to categorized games and use cluster analysis as a descriptive tool in order to do so.The cluster analysis of 75 functionally different games shows that the two perspectives (omnipresent and vagrant), as well as challenges, mutability and savability are important functional categories to use in order to describe games.",2009,,Steve Dahlskog; Andreas Kamstrup; Espen Aarseth,article,20,D6
W2122073249,,,,"This work surveys applications of cooperative game theory to supply chain management.The supply chains under consideration are so-called divergent distribution networks, which consist of a single supplier and a finite number of retailers.In particular, we focus on two important aspects of supply chain collaboration.First, we focus on inventory centralization, also called inventory pooling.Retailers may collaborate to benefit from the centralization of their inventories.Such collaboration may lead to reduced storage costs, larger ordering power, or lower risks, for example.Models from cooperative game theory may be used to find stable allocations of the joint costs.Such allocations are important to obtain and maintain the collaboration among the retailers.There is a steady stream of papers on this subject and these are reviewed here.Second, we consider retailer-supplier relationships.Besides collaboration among retailers only, a further gain in efficiency may be obtained by collaboration between the supplier and the retailers.Also here, the question is how to reduce the joint costs.Cooperative game theory may be used to find stable allocations of the joint costs.Although a natural field to research, these problems are hardly studied by means of cooperative game theory.We review the few papers in the literature and indicate possibilities for future research.We wish to point out that there are several other areas of cooperative games that lend themselves nicely to applications in supply chains, but that we do not review.One may think of bargaining models for negotiations among supply chain partners, network models to study multi-echelon supply chains, or coalition formation among supply chain partners, to name some themes.For bargaining models and coalition formation we refer to the review by Nagarajan & Sošić (2006), and for theoretical issues and a framework for more general supply chain networks we refer to Slikker & Van den Nouweland (2001).This work is organized as follows.In section 2 we introduce some basic concepts of cooperative game theory.This helps understand how the collaboration among several agents is modelled.With this understanding, some well known results from the literature on cooperative game theory are surveyed.Thereafter we review applications of cooperative game theory to inventory centralization (section 3).Section 4 reviews and discusses retailersupplier relationships.Finally, section 5 concludes and highlights areas for future research.",,University of Twente Research Information,Ana Meca; Judith Timmer,book-chapter,24,D6
W3209740959,,10.32920/ryerson.14654079.v1,Distributing productive play: a materialist analysis of Steam,"Valve Corporation’s digital game distribution platform, Steam, is the largest distributor of games on personal computers, analyzed here as a site where control over the production, design and use of digital games is established. Steam creates and exercises processes and techniques such as monopolization and enclosure over creative products, online labour, and exchange among game designers. Stuart Hall’s encoding/decoding framework places communication at the centre of the political economy, here of digital commodities distributed and produced by online platforms like Steam. James Gibson’s affordance theory allows the market Steam’s owners create for its users to be cast in terms of visuality and interaction design. These theories are largely neglected in the existing literature in game studies, platform studies, and political economy, but they allow intervention in an ongoing debate concerning the ontological status of work and play as distinct, separate human activities by offering a specific focus on the political economy of visual or algorithmic communication. Three case studies then analyze Steam as a site where the slippage between game-play and work is constant and deepening. The first isolates three sales promotions on Steam as forms of work disguised as online shopping. The second is a discourse analysis of a crisis within the community of mod creators for the game Skyrim, triggered by changes implemented on Steam. The third case study critiques Valve Corporation’s positioning of Steam as a new space to extract value from play by demonstrating historical continuity with consumer monopolies. A concluding discussion argues Steam is a platform that evolves to meet distinct crises and problems in the production and circulation of its digital commodities as contradictions arise. Ultimately, Steam shows how the cycle of capital accumulation encourages monopolization and centralization.",2021,,Daniel Joseph,preprint,7,D6
W2790604681,,10.1051/ro/2018011,Supply chain models with imperfect quality items when end demand is sensitive to price and marketing expenditure,"This paper studies supply chain model for imperfect quality items under which unit price and unit marketing expenditure imposed by the buyer, regulates the demand of the item. It is presumed that with the accustomed supply chain model, all produced items are of good quality, coincidentally, it engrosses some percentage of defective items. Thus, inspection process becomes essential for the buyer to segregate the defective items, which are then sold at discounted price at the end of the screening process. In this paper, a supply chain model is ensued to substantiate the interaction and democracy of the participants in the supply chain, the buyer and seller, is pitched by non-cooperative and cooperative game theoretical approaches. In the non-cooperative method, the Stackelberg game approach is used in which one player behaves as a leader and another one as a follower. The co-operative game approach is based on a Pareto efficient solution concept, in which both the players work together to enhance their profit. Lastly, to demonstrate the significance of the theory of the paper, numerical examples including sensitivity analysis are presented.",2018,RAIRO - Operations Research,Rita Yadav; Sarla Pareek; Mandeep Mittal,article,27,D6
W4412008417,,10.26503/dl.v2025i2.2434,Selling Time: Time-Centric Language in Video Game Marketingon Steam,"When discussing time spent playing video games, concern and media panic often cloud the perspectives of both developers and players. To develop our understanding of factors that may influence this concern, we examined the presence of time-centric language across the marketing information of 1,000 popular games on Steam, identifying 315 games that communicate temporal aspects in their marketing. Using descriptive statistics and thematic analysis, six themes were identified that communicate temporal aspects ranging from explicit play durations to temporal investment, legacy, and nostalgia. This study contributes to game studies and HCI by providing the first empirical, thematic analysis of time-centric language in video game marketing on Steam. By identifying six thematic patterns which reveal developer practices around temporal communication - while also exploring how such language can shape player motivations - this study opens a new avenue for understanding both developer priorities and player perceptions regarding time in games.",2025,,Thomas Byers; Martin Gibbs; Bjørn Nansen,article,2,D6
W2604742220,,,Can video games technology be used for educational purposes,"The question about the usage of video game technology to create successful educational games and learning tools has been extensively debated (Prensky, 2006). This research will explore these topics in order to develop a practical case study that could be used as a learning tool. There will be two main topics discussed and analysed, the first being the relevance of gaming in education, the second a quantitative case study of an educational video game prototype. In the 21st century, video games have grown more sophisticated as new technologies have advanced. Video games can be used for more than just home entertainment, as many recent games and projects have proven (Rosser et al., 2007). This research inquires on these successes and how to develop a project, which educates as well as entertains. The second major aspect of this research, which is the prototype, will implement these findings into a practical commercial product set with a prehistoric thematic featuring accurately researched extinct fauna and ancient biomes. Prehistoric visualizations, more commonly known as “Paleoart”, are a respected development in the toolkit for palaeontologists. Paleoart is vital to scientists as it helps visualize prehistoric life millions of years ago (Witton, 2014). This prototype will combine and then expose Paleoart and educational gaming to the public.",2017,University of Huddersfield Repository (University of Huddersfield),Daniel Carter,dissertation,2,D6
W2143362672,,10.26503/dl.v2005i1.205,"Wherever Hardware, There’ll be Games: The Evolution of Hardware and Shifting Industrial Leadership in the Gaming Industry","The paper concerns the role of hardware in the evolution of the video game industry.The paper argues that it is necessary to understand the hardware side of the industry in several senses.Hardware has a key role with regard to innovation and industrial leadership.Fundamentally, the process can be understood as a function of Moore's law.Because of the constantly evolving technological frontier, platform migration has become necessary.Industrial success has become dependent upon the ability to avoid technological lock-ins.Moreover, different gaming platforms has had a key role in the process of market widening.Innovatory platforms has opened up previously untouched customer segments.It is argued that today's market situation seems to be ideal to the emergence of new innovatory industrial combinations.",2005,,Jan Jörnmark; Ann‐Sofie Axelsson; Mirko Ernkvist,article,8,D6
W4367016608,,10.1109/tiv.2023.3270269,Dynamic Resource Allocation in Queue-Constrained and Delay-Sensitive Vehicular Networks,"Since performing reliable and real-time data transmission is challenging, this paper focuses on the dynamic resource allocation framework with queue and delay constraints in vehicular relay networks, where vehicle users and roadside users are in cooperative communications. To reduce data fluctuation and tackle channel uncertainty, the Lyapunov optimization theory is integrated into the long-term dynamic resource allocation framework, which addresses multiple performance indicators including queue backlog, communication delay, and user utility. In particular, the hierarchical competitive relationship between vehicle users and roadside users is captured, and the Stackelberg game structure is adopted to maximize the utilities of all users. Furthermore, the lower-game subproblem is transformed by the Lyapunov optimization method and is solved by the Lagrangian function method. As the best response function, the lower-game solution is used to formulate the upper-game strategy. Since the existing of game equilibrium (GE) solution, a Stackelberg game-enabled robust resource allocation algorithm can be proposed. Finally, various numerical simulations are performed to show that the proposed algorithm has better robustness and higher throughout than the benchmarks.",2023,IEEE Transactions on Intelligent Vehicles,Jiawei Su; Zhixin Liu; Yuan-ai Xie; Kit Yan Chan; Xinping Guan,article,12,D6
W2593814382,,10.14569/ijacsa.2017.080250,"Method for Game Development Driven by User-eXperience: a Study of Rework, Productivity and Complexity of Use","The growing capabilities and revenues of video game development are important factors for software companies. However, game development processes could be considered im-mature, specifically in the design phase. Ambiguous requirements in game design cause rework. User-eXperience (UX) is usually assessed at the end of the development process, causing difficulties to ensure the interactive experience between the game and users. To reduce these problems, this paper proposes a method for Game Development driven by User-eXperience (GameD-UX) that integrates a repository based on requirements engineering, a model for user experience management, and an adjusted agile process. Two experiments were conducted to study rework and productivity of video game development. Results of the first experiment revealed that GameD-UX causes less rework than conventional approaches, but it induces lower productivity. A tool for supporting the GameD-UX method was developed by considering the lessons learned. The second experiment showed that the software tool increases the productivity and reduces the complexity of use of GameD-UX.",2017,International Journal of Advanced Computer Science and Applications,Mario González-Salazar; Hugo Mitre‐Hernandez; Carlos Lara-Álvarez,article,4,D6
W2773892127,,10.1016/b978-0-08-100598-9.00021-0,Gaming Library Instruction,,2017,Elsevier eBooks,Jessica Long,book-chapter,4,D6
W2404986590,,,Serious Games: Video Game Design Techniques for Academic and Commercial Communication,"Serious Games: Video game design techniques for academic and commercial communication, by Christian Bull-Hansen, Department of Informatics, University of Oslo, Norway.\n\nTraditional academic and commercial communication sources, like schools and television, are losing ground to video games. People of all ages spend increasingly more time engaged in virtual worlds and on the Internet, and are becoming used to actively pursuing the information they want to know more about, while rejecting the old passive communication channels where information is presented, but not requested. The result is a generation in need of new ways of informing. \n\nThis thesis aims to provide ways for academic and commercial communication to exist in commercially popular video games while retaining the entertainment value of the games. Thus making students learn while gaming, as well as provide means for commercial interests to reach the gamer audience.\n\nThe thesis provides information and analysis of game culture, player-types, social structures, game design techniques, and how knowledge of this information can be used to create and improve academic and commercial communication in video games. \n\nThe thesis utilizes a custom made prototype, “The Renaissance Prototype”, designed for the purpose of researching and test the theories presented in this thesis.",2007,Duo Research Archive (University of Oslo),Christian Bull-Hansen,dissertation,2,D6
W3155229685,,10.1007/s10479-021-03935-2,Artificial intelligence-based inventory management: a Monte Carlo tree search approach,"Abstract The coordination of order policies constitutes a great challenge in supply chain inventory management as various stochastic factors increase its complexity. Therefore, analytical approaches to determine a policy that minimises overall inventory costs are only suitable to a limited extent. In contrast, we adopt a heuristic approach, from the domain of artificial intelligence (AI), namely, Monte Carlo tree search (MCTS). To the best of our knowledge, MCTS has neither been applied to supply chain inventory management before nor is it yet widely disseminated in other branches of operations research. We develop an offline model as well as an online model which bases decisions on real-time data. For demonstration purposes, we consider a supply chain structure similar to the classical beer game with four actors and both stochastic demand and lead times. We demonstrate that both the offline and the online MCTS models perform better than other previously adopted AI-based approaches. Furthermore, we provide evidence that a dynamic order policy determined by MCTS eliminates the bullwhip effect.",2021,Annals of Operations Research,Deniz Preil; Michael Krapp,article,80,D6
W4372335621,37146022,10.1371/journal.pone.0285367,Practical recommendations from a multi-perspective needs and challenges assessment of citizen science games,"Citizen science games are an increasingly popular form of citizen science, in which volunteer participants engage in scientific research while playing a game. Their success depends on a diverse set of stakeholders working together-scientists, volunteers, and game developers. Yet the potential needs of these stakeholder groups and their possible tensions are poorly understood. To identify these needs and possible tensions, we conducted a qualitative data analysis of two years of ethnographic research and 57 interviews with stakeholders from 10 citizen science games, following a combination of grounded theory and reflexive thematic analysis. We identify individual stakeholder needs as well as important barriers to citizen science game success. These include the ambiguous allocation of developer roles, limited resources and funding dependencies, the need for a citizen science game community, and science-game tensions. We derive recommendations for addressing these barriers.",2023,PLoS ONE,Josh Aaron Miller; Libuše Hannah Vepřek; Sebastian Deterding; Seth Cooper,article,18,D6
W3084270383,,10.3390/math8091553,Understanding the Interactions between the Scrum Master and the Development Team: A Game-Theoretic Approach,"Scrum methodology is widely used in the information technology (IT) industry for the purposes of team-based iterative software development. However, limited studies have been conducted to explore the nature of interactions between a Scrum Master and other team members and the effect of these interactions on team effectiveness. The aim of this study is to understand the interactions between the Scrum Master and other team members in an educational setting and propose and demonstrate an application of cooperative game theory for the same. Cooperative game theory can model scenarios where other team members can benefit from cooperating. Through the lens of the cooperative game-theoretic model, we investigated the strategies employed by the Scrum Master and other team members when involved in a semi-capstone IT project. Specifically, the study explored the team interaction between a Scrum Master and other team members at three different levels of team effectiveness: least effective, partially effective, and most effective. Our results indicate that a Scrum Master should be active to maximize their payoff as well as the teams’ overall payoff. Contrary to this, other team members should be active in the most and partially effective teams, while being passive in the least effective teams at higher costs of interpersonal relations and the processes. The results of the study represent a novel application of game-theoretic modeling for understanding the Scrum Master and other team member interactions. These results are applicable not just in an educational setting but also to the wider area of software development by identifying the right set of strategies by the Scrum Master, and other team members in order to help IT professionals to maximize their payoff.",2020,Mathematics,Tugba Karabiyik; Aparajita Jaiswal; Paul Thomas; Alejandra J. Magana,article,25,D6
W2885333517,,10.25046/aj030411,Extendable Board Game to Facilitate Learning in Supply Chain Management,"Most of these games are specifically designed to focus on certain scenarios and concepts. For example, the original beer distribution game focuses on a single product supply chain without considering capacity and process reliability into account. This creates challenges for extending the games to cover other concepts in SCM. To tackle this problem, we propose a board game, titled ThinkLog, as a face-to-face extendable framework to facilitate learning in SCM. It can be extended to generate different scenarios for various concepts in SCM without changing the basic game structure. Using this principle, we have extended the basic version of ThinkLog to two other scenarios, namely: humanitarian logistics and urban logistics, by simply modifying the rule of the game. Each scenario would have different learning objectives embedded in the gameplay. The game is also complemented with a computer-based application (digital application) to enhance the overall learning experience and collect relevant data (data gathering) during a game session. These three scenarios have been evaluated on four-interactive sessions with government officials and policy-makers in Indonesia. Each session has been consistent in its acceptance of the game as a tool to facilitate learning in SCM, regardless of the scenarios that we played. Our learning objective evaluation also shows that the game is effective in deepening the players' understanding of SCM concepts.",2018,Advances in Science Technology and Engineering Systems Journal,Linda William; Za’Aba Bin Abdul Rahim; Robert de Souza; Eko Nugroho; Rio Fredericco,article,16,D6
W1505792959,,,How Libraries and Librarians Help: A Guide to Identifying User-Centered Outcomes,"Being able to tell your library's story, illustrating how library services provide value and help the community and users, is the key to your library's future. The practice of measuring outcomes is becoming crucial to the library's ongoing mission: libraries are being called upon to address the value of library programs by assessing their effects on library patrons and the community as a whole. With funding under a National Leadership Grant from the Institute of Museum and Library Services (IMLS), Durrance and Fisher have developed the How Libraries and Librarians Help (HLLH) Outcome Model, field testing it in six libraries over two years. In this practical reference, they share their findings, cutting-edge, step-by-step HLLH methods, and library success stories that bring the process to life with outcomes like, Empowering Youth and Strengthening Community. Use this straightforward model to: Strategize the big picture, collect, and interpret data with seven easy exercises; Apply the four-step process to assess and present outcomes; Measure and report your library's contributions; Draw together all the pieces to communicate a compelling case for library services; To stay in the game, library directors, administrators, managers, and community leaders must prove the value of the library and its services using outcome measures. Here's how to quantify the contribution of your library's programs to individuals and communities to gain recognition and funding.",2004,,Joan C. Durrance; Karen E. Fisher; Marian Bouch Hinton,book,42,D6
W4238346874,,10.1002/(sici)1097-0266(199803)19:3<255::aid-smj956>3.3.co;2-6,Order backlogs and strategic pricing: the case of the U.S. large turbine generator industry,"This paper illustrates the usefulness of game theory for strategic management through theoretical and empirical analysis of price competition in the presence of production backlogs. Game-theoretic analysis predicts a different relationship between relative prices and backlog levels than does analysis that ignores the sorts of interactive considerations emphasized by game theory. Empirical analysis based on data for the U.S. market for large turbine generators between 1951 and 1963 corroborates the game-theoretic prediction. The paper concludes with a discussion of the sorts of situations in which game-theoretic reasoning is particularly likely to prove useful. © 1998 John Wiley & Sons, Ltd.",1998,Strategic Management Journal,Pankaj Ghemawat; Anita M. McGahan,article,3,D6
W4406288364,39799161,10.1038/s41597-024-04364-z,"The competitive esports physiological, affective, and video dataset","Abstract Esports refers to competitive video gaming where individuals compete against each other in organized tournaments for prize money. Here, we present the Competitive Esports Physiological, Affective, and Video (CEPAV) dataset, in which 300 male Counter Strike: Global Offensive gamers participated in a study aimed at optimizing affect during esports tournament 1 . The CEPAV dataset includes (1) physiological data, capturing the player’s cardiovascular responses from before, during, and after over 3000 CS: GO matches; (2) self-reported affective data, detailing the affective states experienced before gameplay; and (3) video data, providing a visual record of 552 in-laboratory gaming sessions. We also collected (affect-related) individual differences measures (e.g., well-being, ill-being) across six weeks in three waves. The self-reported affective data also includes gamers’ natural language descriptions of gaming affective situations. The CEPAV dataset provides a comprehensive resource for researchers and analysts seeking to understand the complex interplay of physiological, affective, and behavioral factors in esports and other performance contexts.",2025,Scientific Data,Maciej Behnke; Wadim Krzyżaniak; Jan A. Nowak; Szymon Kupiński; Patrycja Chwiłkowska,article,7,D6
W2002727933,,10.1155/2011/920873,Using Game Development to Teach Software Architecture,"This paper describes a case study of how a game project using the XNA Game Studio from Microsoft was implemented in a software architecture course. In this project, university students have to construct and design a type of software architecture, evaluate the architecture, implement an application based on the architecture, and test this implementation. In previous years, the domain of the software architecture project has been a robot controller for navigating a maze. Robot controller was chosen as the domain for the project, as there exist several papers and descriptions on reference architectures for managing mobile robots. This paper describes the changes we had to make to introduce an XNA game development project to the software architecture course, and our experiences from running a software architecture project focusing on game development and XNA. The experiences described in this paper are based on feedback from the course staff, the project reports of the students, and a mandatory course evaluation. The evaluation shows among other things that the majority of the students preferred the game project to the robot project, that XNA was considered to be suitable platform for a software architecture project, that the students found it useful to learn XNA and C#, and that some students were carried away when developing the game in the software architecture project.",2011,International Journal of Computer Games Technology,Alf Inge Wang; Bian Wu,article,18,D6
W2057372620,,10.1080/09537280902917757,The influence of decision patterns of inventory control on the bullwhip effect based on a simulation game of a production network,"The bullwhip effect leads to instabilities in supply chains. Research on this phenomenon stresses the normative approach. This means that the causes of the bullwhip effect are identified within the structure and processes of the supply chain. However, the bullwhip effect persists even when the operational causes are under control, or when demand information is stationary and known to all parties. Most of all, the influence of behavioural decision making on the bullwhip effect has been underestimated. This is why the article focuses on this aspect by resorting to a simulation game, the supply net game, for learning inventory control. The experimental results, involving 130 participants, show that the decision pattern of counterintuitive decision making produces what it is thought to lessen, namely the bullwhip effect. This happens whenever the participants restrain from ordering while backlogs are building up or whenever the participants continue to order while stocks are booming. A new countermeasure to this effect in a production network is the integration of the production plans of the manufacturers to the entire production load through collaboration.",2009,Production Planning & Control,Salima Delhoum; Bernd Scholz‐Reiter,article,17,D6
