pmid,title,authors,year,journal,abstract
35991334,Loot box spending is associated with problem gambling but not mental wellbeing.,Etchells Peter J et al.,2022,Royal Society open science,"There are emerging concerns that loot boxes-digital video game items that can be purchased for a chance at randomized rewards-are associated with problematic gambling behaviours and, in turn, are potentially harmful. Current research suggests consistent correlations between loot box spending (LS) and problematic gambling symptomology; however, little research has looked at relationships with mental wellbeing. Here, we used a Bayesian hypothesis testing framework to assess the relative strength of evidence for relationships between LS, excessive gaming, problem gambling, mental wellbeing and psychological distress. Two thousand seven hundred twenty-eight participants who reported playing games containing loot box mechanics in the past month answered a survey assessing the above measures, as well as other forms of digital spending. The results showed extremely strong evidence for a positive correlation between LS and problem gambling; however, there was no evidence to suggest relationships between such spending and mental wellbeing or psychological distress. Exploratory results suggested that individuals who spend money on loot boxes also spend more across a range of digital purchases generally. The findings highlight an urgent need to understand what constitutes harm when considering LS effects and provide further context for discussions regarding how best to regulate such mechanisms."
38197896,"The relationship of game genres, in-game purchases, and playing duration with probable gaming disorder in two independent, large-scale online surveys of Japanese adults.",Oka Taiki et al.,2024,Journal of behavioral addictions,"Game genres, availability on smartphones, in-game purchases, and playing duration, have been thought to influence Gaming Disorder (GD). However, little research has comprehensively examined their relationships with GD. Therefore, we examined the relationship between GD, in-game purchases, gaming duration via consoles and smartphones, and genres of smartphone games. Study 1 was based on self-reports, and Study 2 included objective data to clarify these associations. We conducted two independent online surveys that collected sociodemographic data, game use patterns, and psychopathological assessment data, including GD severity (Study 1: N = 32,690; Study 2: N = 3,163). General mental illness scores and objective gaming time were also collected in Study 2. In Study 1, in-game purchases, several gaming genres, and subjective gaming duration were positively associated with probable GD. On the other hand, interactions between card games and loot box charges were negatively related to probable GD. In Study 2, objective gaming times of most game genres were not associated with GD. Although the correlation between subjective and objective gaming duration was moderate, their correlations with GD differed. These results suggest the complexity of relationships between GD and in-game purchases, genres, and gaming duration. Results of this study suggest the importance of proper assessment of GD reflecting actual functional impairment in social life. Future studies should improve and update evaluation of assessments for gaming."
38743487,Harm-to-self from gambling: A national study of Australian adults.,Tulloch Catherine et al.,2024,Journal of behavioral addictions,"Understanding how gambling harm is distributed is essential to inform effective harm reduction measures. This first national Australian study of gambling harm-to-self examined the extent, distribution, risk factors, and health related quality of life (HRQoL) impacts of this harm. A Random Digit Dialling sample of 15,000 Australian adults was weighted to key population variables. Key measures included the Gambling Harms Scale-10 (GHS-10), PGSI, SF-6D, gambling behaviours, and demographics. Analyses included ordinal logistic regression. Amongst gamblers, 14.7% reported harm on the GHS-10, including 1.9% reporting high-level harm. While high-level harm occurred mainly in the problem gambling group (77.3%), other PGSI groups accounted for most of the more prevalent low (98.5%) and moderate (87.2%) harms reported. Proximal predictors of greater harm were use of online gambling and more frequent gambling on electronic gaming machines (EGMs), race betting sports betting, poker, skin gambling, scratchies, and loot box purchasing. Distal predictors were being younger, male, single, Aboriginal or Torres Strait Islander, and speaking a non-English language at home. At the population level, the greatest aggregate HRQoL impacts were amongst lower-risk gamblers, confirming the results of other studies regarding the 'prevention paradox'. The distribution of harm across gambler risk groups indicates the need for preventive measures, not just interventions for problem gambling. Reducing harm requires modifying product features that amplify their risk, especially for EGMs, race betting and sports betting that are both inherently risky and widely used. Gambling harm exacerbates health disparities for disadvantaged and vulnerable groups, requiring targeted resources and support."
36606732,The relationship between problematic gambling severity and engagement with gambling products: Longitudinal analysis of the Emerging Adults Gambling Survey.,Wardle Heather et al.,2023,"Addiction (Abingdon, England)","To measure the association between problem gambling severity and 19 different gambling activities among emerging adults (aged 16-26). An online non-probability longitudinal survey collecting data in two waves: wave 1, July/August 2019; wave 2, July/October 2020. Great Britain PARTICIPANTS: A total of 2080 young adults participating in both waves. Problem gambling scores were collected using the Problem Gambling Severity Index (PGSI). Binary variables recorded past year participation in 19 different gambling forms, ranging from lotteries to online casino and gambling-like practices within digital games (e.g. loot box purchase, skin betting). Controls included socio-demographic/economic characteristics, the Eysenck Impulsivity Scale and the number of gambling activities undertaken. Zero inflated negative binomial model lacked evidence of an effect between past year participation in any individual activities and subsequent PGSI scores. However, negative binomial random effects models for current gamblers (n = 497) showed that skin betting (incidence-rate ratio [IRR] = 2.32; 95% CI = 1.69-3.19), fixed odd betting terminals (IRR = 2.21, 95% CI = 1.61-3.05), slot/fruit machines (IRR = 1.43, 95% CI = 1.07-1.91), online betting on horse/dog races (IRR = 1.53, 95% CI = 1.17-2.00) and online betting on non-sports events (IRR = 1.44, 95% CI = 1.11-1.89) were associated with increased PGSI scores. Online casino gambling had a significant interaction by wave; the impact of online casino betting in wave 2 on PGSI scores increased by a factor of 1.61. Past year participation of young adults (aged 16-26) in certain forms of gambling does not appear to be associated with future Problem Gambling Severity Index scores. Among young adults who are current gamblers, past year participation in certain land-based (e.g. electronic gaming machines) and online forms (e.g. skin betting) of gambling appears to be strongly associated with elevated Problem Gambling Severity Index scores."
36864740,"Debate: Academics should collaborate with the technology industry, but not in lieu of noncollaborative research.",Xiao Leon Y,2023,Child and adolescent mental health,"Academic research collaborations with the technology industry should be complementary to and, importantly, must not replace noncollaborative research that is independent from the industry (and, in particular, 'adversarial research' whose negative findings will likely operate against industry interests). Reflecting on the author's own research projects concerning companies' compliance with video game loot box regulation, he agrees with Livingstone et al.'s proposition (Child and Adolescent Mental Health, 2022, 28, 150) that research seeking to identify problems (and thereby work against the industry's interests) should be conducted independently (p. 151), at least initially. He also echoes the sentiment expressed by Zendle and Wardle (Child and Adolescent Mental Health, 2022, 28, 155) that 'a moratorium' (p. 156) or a ban on industry collaborations is not a proportional response to legitimate concerns about conflict of interest stemming from the video game industry's discretionary provision of data access. A combined approach that conducts both noncollaborative and collaborative research, but with the latter being conducted only after the former's unbiased results are known, might prove fruitful. Academics must bear in mind that industry involvement at any particular stage of the research, or at all, is not always appropriate. Some research questions should not and cannot be answered objectively with industry involvement. Funding bodies and other stakeholders should also recognise this and not render industry collaboration compulsory."
41391469,Gaming and gambling behaviours among Italian adolescents: a cross-sectional study.,Mosconi Giansanto et al.,2026,The Lancet. Public health,"As the boundaries between gaming and gambling increasingly blur, emerging evidence suggests that gaming might act as a gateway to gambling. In this context, we examined the prevalence of these behaviours and their relationship with each other in a nationally representative sample of Italian adolescents. In this cross-sectional study, we used data from 11 965 students aged 15-19 years (mean age 16·9 years, SD 1·4; 50·6% male, 49·4% female) who participated in the 2023 ESPAD Italia cross-sectional survey between April 15 and May 31, 2023. Anonymous in-class questionnaires were administered to students on paper or online. Participants reported their sex (current legal), year of birth, geographical area, and perceived socioeconomic status. Information on gaming was derived from self-reported measures, including the Screening Test for Problematic Gaming (STPG). Gambling data included self-reported participation and patterns of engagement (assessed using the South Oaks Gambling Screen-Revised for Adolescents; SOGS-RA). Post-stratification weighting based on geographical area, age, and sex was applied in accordance with the target population's distribution. We estimated adjusted odds ratios (aORs) and 95% CIs for gambling participation, any-risk gambling (SOGS-RA ≥2), and problem gambling (SOGS-RA ≥4) in relation to gaming behaviours using logistic regression models, adjusting for age, sex, geographical area, and perceived economic status. Recent (past 12 months) gaming was reported by 67·2% (n=6621) of participants (85·2% of male participants [n=4181]; 49·2% of female participants [n=2440]). Among them, 33·0% (n=1937) had spent money on gaming in the previous year, and 24·0% (n=1511) scored high on the STPG. Lifetime gambling was reported by 58·7% (n=5955) of participants (65·8% of male participants [n=3311]; 51·6% of female participants [n=2644]; 57·2% [n=3653] of minor participants [younger than 18 years]), while recent (past 12 months) gambling was reported by 53·0% (n=5422; 60·0% of male participants [n=3055]; 45·9% of female participants [n=2367]; 51·5% of minor participants [n=3310]). Among recent gamblers, 20·4% [n=798] met criteria for any-risk gambling. Recent gaming was associated with lifetime gambling (aOR 1·74, 95% CI 1·57-1·93), recent gambling (1·65, 1·49-1·83), and any-risk gambling (1·33, 1·08-1·62). With increasing in-game spending and loot box engagement, these associations seemed to strengthen. An average monthly spending of more than €50 on in-game purchases (1·64, 1·10-2·44) and more than €5 on loot boxes (4·76, 2·55-8·88) over the past 12 months was associated with problem gambling. Like gaming, gambling is widespread among Italian adolescents, including minors. Findings indicate a convergence between these behaviours and suggest that gaming monetisation systems might engage psychological vulnerabilities similar to those involved in gambling, or even-although causal inferences cannot be drawn due to the limitations of the cross-sectional design-promote gambling participation and escalation. Department for Anti-Drug Policies, Presidency of the Italian Council of Ministers (Italy); Italian Ministry of University and Research; General Directorate for Welfare of the Lombardy Region; and Local Health Protection Agency of Pavia."
39241535,The moderating effect of understanding advertising intent on the relation between advertising recognition and problematic use of loot boxes among minors: An exploratory study.,González-Cabrera Joaquín et al.,2024,Acta psychologica,"The use of loot boxes has been compared to gambling due to its random nature, with the consequent risk of being conceived as an ordinary activity implemented in the daily routine. One of the factors contributing to these gambling behaviors is exposure to gambling advertisements. It is essential to protect children and adolescents from prejudicial advertising, since due to their psycho-evolutionary development, advertising makes them impressionable and suggestible. Currently, there is scarcely any research on the influence of advertising on underage buyers of loot boxes. Knowledge in this regard is important to adequately address efforts to protect minors from the potential impact of gambling and its advertising. Thus, this study aims to examine how understanding advertising intent in loot box advertising moderates the relationship between the recognition of loot box advertising and the problematic usage of loot boxes in a sample of adolescents. The present study used a cross-sectional design, and the sample is composed by 451 adolescents (85.8 % male) that played videogames and purchased loot boxes in the last 12 months. Results indicated that understanding advertising intent played a moderating role in the relationship between advertising recognition and Problematic Use of Loot Boxes, strengthening it positively. The findings showed that when there was a low degree of understanding advertising intent, the former relationship was not significant. However, with a high level of understanding advertising intent the relationship between advertising recognition and Problematic Use of Loot Boxes was significant and strengthened. This means that knowing how ads try persuading the player affects how adverts are linked to PULB. Specifically, if adolescents understand that ads are trying to sell them loot boxes, this knowledge makes the relationship between seeing ads and having PULB stronger. These results are of interest for advertising literacy strategies."
30746800,Loot box limit-setting: a potential policy to protect video game users with gambling problems?,Drummond Aaron et al.,2019,"Addiction (Abingdon, England)",
35722786,"Response to Xiao et al.: If everything is a loot box, nothing is.",Zendle David et al.,2022,"Addiction (Abingdon, England)",
31704434,A cautious approach to public policy and loot box regulation.,McCaffrey Matthew,2020,Addictive behaviors,
41860608,The Problematic Behaviour Scale (PBS-5): A brief measure for the population-level screening of non-substance-bound addictive behaviours and Swiss national prevalence rates.,Mader Sebastian et al.,2026,Journal of behavioral addictions,"The Assessment of Criteria for Specific Internet-use Disorders (ACSID-11; Müller et al. 2022) offers a promising instrument to screen addictive disorders in population-wide surveys based on ICD-11 criteria. We evaluated this scale in the Swiss context and propose the shorter Problematic Behaviour Scale (PBS-5). We included ACSID-11 in the Swiss survey ""Health and Lifestyle"" (SHL) 2023 (n = 5,995) in German, French and Italian for social media use, shopping, gaming, gambling, and pornography use. We assessed psychometric characteristics of PBS-5. Classification quality and cut-off values of PBS-5 for prevalences of problematic behaviour were determined by multiple Receiver Operator Characteristic regressions of the Patient Health Questionnaire-4 (PHQ-4) on PBS-5. Including PBS-5 and PHQ-4 in the SHL 2025 (n = 5,818) allowed to investigate trends and the intertemporal stability of the cut-off values. PBS-5 showed a one-dimensional factorial structure, and excellent internal consistency. External validity and classification quality was limited. Prevalence rates of problematic behaviours as a percentage of regular users in Switzerland in 2025 were: social media use: 27.7%, shopping: 13.6%, gaming: 21.0%, gambling: 2.5%, pornography use: 22.2%. Since 2023, these prevalences have increased except for gambling. Problematic social media use peaked among young women and gaming among young men. Problematic gaming, and pornography use were more frequent among men. Problematic shopping was observed more frequently among subjects with low education. PBS-5 is a promising brief screening tool for addictive behaviours. Further validation is recommended."
31366420,Online gaming and gaming disorder: more than just a trivial pursuit.,Columb David et al.,2022,Irish journal of psychological medicine,"Gaming disorder is set to be included in the International Statistical Classification of Diseases and Related Health Problems alongside other behavioural addictions (gambling disorder) and substance-related addictions. Given the popularity of online gaming, this is set to become an increasingly common presentation to general mental health professionals, addiction specialists, and general practitioners. This article briefly examines online gaming and describes the characteristics of gaming disorder. Some features of online gaming that have addictive potential and similarities to other addictive behaviours such as gambling disorder are discussed. Finally, the article examines treatment options available for gaming disorder and treatment going forward from an Irish perspective."
27363690,Who Spends Money to Play for Free? Identifying Who Makes Micro-transactions on Social Casino Games (and Why).,Kim Hyoun S et al.,2017,Journal of gambling studies,"Social casino games are online gambling-like games found on social networking sites. They are initially free to play, however, players are encouraged to make micro-transactions (i.e., in-game purchases) for additional game credits or functionality. As a result, they generate billions of dollars in revenue. Yet, little is known as to who purchases virtual credits, let alone why. In the present research, we assessed whether there are individual differences (impulsivity, reward sensitivity, competitiveness, and problem gambling severity) between who is and who is not likely to make micro-transactions during social casino game play. Moreover, we examined possible motivations for making micro-transactions (e.g., extend play, win back lost credits) and whether the individual difference variables of interest predict reported motivation(s) for making micro-transactions. Results showed that social casino gamers who engaged in micro-transactions reported significantly higher levels of impulsivity, reward sensitivity and problem gambling severity, but not competitiveness. In terms of motivation to make micro-transactions, desire to extend play was endorsed most frequently, followed by a desire to access additional features, chasing lost credits, and to speed up play. Lastly, among participants who made micro-transactions, reward sensitivity predicted making micro-transactions to chase lost credits. These results suggest the personality make-up of social casino gamers is important to understand who is likely to make micro-transactions as well as their motivation to do so-information that could prove useful for regulation of the industry."
35385397,Loot box purchasing is linked to problem gambling in adolescents when controlling for monetary gambling participation.,Hing Nerilee et al.,2022,Journal of behavioral addictions,"Purchasing loot boxes in digital games is akin to gambling as it involves risking money for a chance-based reward of uncertain value. Research has linked buying loot boxes to problem gambling amongst adolescents, but has not examined co-occurring gambling participation. This study examined links between loot box purchasing and problem gambling amongst adolescents while controlling for monetary gambling participation. Two survey samples of Australians aged 12-17 years were recruited through advertisements (n = 843) and online panels (n = 826). They included n = 421 and n = 128 adolescents, respectively, who met criteria for problem gambling. Past-month loot box purchasing was significantly related to gambling problems in bivariate analyses. When including age, gender and past-month monetary gambling, loot box purchases were still associated with at-risk and problem gambling in both samples. As expected, these other predictors attenuated the predictive value of recent loot box purchases in relation to gambling problems. The odds-ratios, nevertheless, were still in the predicted direction and remained significant. When controlling for monetary gambling, age and gender, recent loot box purchasing increased the odds of problem gambling 3.7 to 6.0 times, and at-risk gambling 2.8 to 4.3 times. While causal relationships between loot box purchasing and problem gambling remain unclear, the results indicate that loot boxes disproportionately attract adolescents experiencing gambling problems, adding to the financial stress already caused by gambling. Consumer protection measures, youth and parental education, and age restrictions on loot box games are needed to protect young people."
38571884,"The relationship between game genre, monetization strategy and symptoms of gaming disorder in a clinical sample of adolescents.",André Frida et al.,2024,Upsala journal of medical sciences,"Gaming disorder (GD) has been introduced as a new diagnosis in the International Classification of Disease 11 (ICD-11). Currently, there's limited understanding of how various video games may differentially contribute to the risk of developing GD. The main aim of this study was to examine the relationship between individuals' game genre preferences, their preferred games' monetization strategies, and GD Symptoms. A total of 85 patients undergoing treatment for GD at a child and youth psychiatric clinic were included in the study. Their preferred games were classified into five novel genres based on gameplay similarities and objectives, and further categorized based on their monetization strategy. Symptom burden of GD, measured with Game Addiction Scale for Adolescents (GASA), was highest for those playing Free-to-Play (F2P) games and lowest for Pay-to-Play (P2P) players. Players of Competitive Games endorsed higher GD symptom burden, whereas players of Story-driven games reported lower GD symptom burden. Symptoms of GD were associated with attention-deficit hyperactivity disorder (ADHD) diagnosis in males. This study reveals that game genre preference is influenced by sex, age, and certain psychiatric diagnoses. The categorizing of games into genres is increasingly complex and our research introduces a novel categorization in a developing research field. The result of this study suggests that the monetization model is important to consider while trying to understand the relationship between game characteristics and GD symptoms."
35217933,Skin Gambling Contributes to Gambling Problems and Harm After Controlling for Other Forms of Traditional Gambling.,Greer Nancy et al.,2023,Journal of gambling studies,"Esports betting and skin gambling involve betting on the outcomes of video game competitions and/or using virtual currencies for betting. The present study evaluated a conceptual model linking video game involvement, video-game related gambling, traditional gambling, and gambling problems and harm. Data were collected via a cross-sectional online survey with 737 participants aged 18 + who engaged in esports cash betting (n = 576), esports skin betting (n = 184), or skin gambling on games of chance (n = 330). The findings highlighted the distinctly different relationships esports cash betting versus skin gambling had with traditional gambling involvement and harmful gambling. Gambling with skins on games of chance was predictive of gambling problems and gambling harm after controlling for participation in traditional gambling (OR = 1.32 and 1.17 respectively). Whereas betting on esports with cash was associated with betting on a variety of other forms of gambling, and there was no unique contribution to problems and harm over and above participation on these other forms (e.g., EGMs, sports betting). Skin gambling is directly implicated in gambling problems and harm, whereas cash betting on esports is only indicative of interest in many forms of potentially harmful gambling. Greater research attention to skin gambling is warranted, and particularly with respect to its role as a virtual currency more easily accessible for gambling."
41567349,Development and validation of screening tool for excessive and problematic use of internet and digital devices (STEPS-IDD) based on the WHO framework (ICD-11) for addictive behaviours.,Balhara Yatan Pal Singh et al.,2025,Frontiers in digital health,"The widespread use of internet and digital devices has been accompanied by growing concern regarding harms associated with their excessive or problematic use. The World Health Organization has also formally included some of these in its latest classificatory system (ICD-11) under the category of ""disorders due to addictive behaviours"". However, a validated, comprehensive screening tool aligned with ICD-11 that screens for these potentially addictive behaviours is lacking. This study aimed to develop and validate the Screening Tool for Excessive and Problematic use of Internet and Digital Devices (STEPS-IDD), designed to assess multiple addictive behaviours based on ICD-11 criteria. STEPS-IDD was developed based on the ICD-11 framework for disorders due to addictive behaviours It was applied to assess well-established behavioural addictions like gaming and gambling disorder, as well as less-established but widely researched ones such as problematic use of social media, online shopping/buying, OTT content watching, and pornography watching. Face validity was established through expert review and feedback. Construct validity was evaluated through exploratory factor analysis (EFA), and Cronbach's alpha coefficients were estimated to assess internal consistency. To examine concurrent validity, correlations between scores obtained on the newly developed STEPS-IDD sub-sections and the previously validated Gaming Disorder and Hazardous Gaming Scale (GDHGS) and modified GDHGS for other behaviours were assessed. Receiver Operating Characteristic (ROC) analyses were conducted to determine optimal STEPS-IDD cut-off scores for different behaviours. Data from a total of 112 college students (64.3% female) with a mean age of 20.5 years were analyzed. STEPS-IDD demonstrated good construct validity, with EFA revealing predominantly unidimensional factor structure for most behavioural domains. Internal consistency was excellent (Cronbach's α = 0.86-0.91 across sub-sections). Concurrent validity was supported by moderate to strong positive correlations (r = 0.44-0.76) of STEPS-IDD sub-sections with corresponding GDHGS and modified GDHGS scores. ROC analyses yielded optimal cut-off scores with high sensitivity and acceptable specificity for different behaviours, and fair to excellent overall diagnostic accuracy. STEPS-IDD is a psychometrically robust, brief yet comprehensive screening tool grounded in the ICD-11 framework, for the risk stratification in the context of addictive behaviours related to the use of the internet and digital devices."
41186668,Pay to Play or Pay to Lose? The Impact of In-game Spending in Digital Games on Gambling Problems.,Vuorinen Ilkka et al.,2025,Journal of gambling studies,"During the mid-2010s, microtransactions within digital games became more common, raising concerns that the gambling-like features in these games would contribute to increases in gambling problems. However, studies on the topic have been mostly cross-sectional. To fill this gap, this study uses longitudinal nationwide survey data collected from 949 adult Finnish participants every six months from the spring of 2021 to the fall of 2024 to investigate the impact of microtransactions on gambling problems-measured using the Problem Gambling Severity Index (PGSI)-over time. Gambling participation, mental health issues, and alcohol use were used as control variables, and age and gender were used as background variables. The results showed that although microtransactions had significant positive fixed and random effects on gambling problems, the effects disappeared when gambling participation was added to the models. Therefore, the effect of microtransactions on gambling problems may only be indirect. This implies that the main regulatory focus should be on actual gambling participation, whether or not it is encouraged by the purchasable content in some digital games."
36003120,"Problem mobile gaming: The role of mobile gaming habits, context, and platform.",Syvertsen André et al.,2022,Nordisk alkohol- & narkotikatidskrift : NAT,"Aims: Mobile gaming is a dominant form of gaming, known for its portability and for game characteristics that motivate continuous play and spending. Such involvement may also turn problematic, but research on problem gaming (PG) has tended to focus on non-mobile forms of gaming. The study was based on a cross-sectional observational design where students in upper secondary schools were recruited to a survey about mobile gaming. The age of the respondents ranged from 16 to 23 years (n = 519; 52.4% men; mean age = 17.2 years, SD = 1.1). Methods: We examined (1) gaming frequency, gaming contexts, and in-game spending in relation to PG; (2) gaming context in relation to academic achievement and sleep quality; and (3) PG according to gaming platform (i.e., playing on mobile, console/computer, or mixed platforms) with Kruskal-Wallis tests, chi-square tests and Spearman rank-order correlations. Results: PG was positively associated with mobile gaming hours per week (η2 = .02, p < .01), minutes per session (η2 = .03, p < .001), making in-app purchases (Cramer's V = .15, p < .05), and gaming during homework (Cramer's V = .14, p < .05). Statistically significant associations were found between mobile gaming in bed and later sleep midpoint for weekdays (rs  = .18, p < .001) and weekends (rs  = .11, p < .05). Mixed platform gamers had increased likelihood of PG, console/computer gamers had increased likelihood of being at risk for PG, and mobile gamers had lower risk for PG (Cramer's V = .18, p < .001). Conclusion: Future studies should include specific measures of mobile gaming as it appears implicated in problem gaming, albeit to a lesser degree than console and computer gaming."
39535584,"The Role of Videogame Micro-Transactions in the Relationship Between Motivations, Problem Gaming, and Problem Gambling.",Gibson Erin et al.,2025,Journal of gambling studies,"Emerging research has highlighted potential associations between micro-transaction use and problematic videogame and gambling behaviour. An increasingly prominent theory highlights that self-determined motivations and basic psychological needs may play crucial roles in the development of problematic videogame and gambling behaviour. However, literature discussing the role that micro-transaction use has in this relationship is scarce. The present study examined the role of micro-transactions in the relationship between self-determined motivations for gaming and gambling and problematic behaviour (internet gaming disorder and problem gambling severity). A sample of 370 participants (74.1% male, Mage = 28.24 years, SD = 7.88) answered questions related to their gaming and gambling motivations, basic psychological needs, micro-transaction use (i.e., type of micro-transaction, expenditure, and frequency of use), internet gaming disorder, and problem gambling. The present study used structural equation modelling methods to test relationships between these variables. The results indicated positive associations between extrinsic gaming and gambling motivations and frequency of micro-transaction use. Frequency of micro-transaction use (i) partially mediated the relationship between extrinsic gambling motivations and problem gambling severity, and (ii) fully mediated the relationship between externally regulated gaming motivations and problem gambling severity. Expenditure on micro-transactions and basic psychological needs were not found to be significant variables in the present study. Potential explanations for the findings, including a lack of self-esteem and a need to boost ego, social pressure, and rapid reward processes, are discussed. The implications and applications of the research are also discussed, focusing on limit setting and policy development focusing on frequency of micro-transaction use."
25410278,Do Social Casino Gamers Migrate to Online Gambling? An Assessment of Migration Rate and Potential Predictors.,Kim Hyoun S et al.,2015,Journal of gambling studies,"Social casino games (i.e., free-to-play online gambling games) are enjoyed by millions of players worldwide on a daily basis. Despite being free to play, social casino games share many similarities to traditional casino games. As such, concerns have been raised as to whether social casino games influences the migration to online gambling among people who have not engaged in such activity (see Griffiths in World Online Gambl 9:12-13, 2010). To date, however, no empirical research has assessed this possibility. Thus, the purpose of the present research was to assess the extent to which social casino gamers migrate to online gambling and potential predictors (time spent on social casino games, skill building, enhancement and micro-transactions) of such migration. To this end, social casino gamers who never gambled online (N = 409) completed a questionnaire battery assessing our variables of interest and were re-contacted 6-months later to see if they had engaged in online gambling during the intervening months. Approximately 26% of social casino gamers reported having migrated to online gambling. Importantly, engagement in micro-transactions was the only unique predictor of migration from social casino gaming to online gambling. The implications for the potential harms associated with social casino gaming are discussed."
30110801,Behavior analysis of virtual-item gambling.,Wang Xiangwen et al.,2018,Physical review. E,"From the gambling logs of an online lottery game we extract the probability distribution of various quantities (e.g., bet value, total pool size, waiting time between successive gambles) as well as related correlation coefficients. We view the net change of income of each player as a random walk. The mean-squared displacement of these net income random walks exhibits a transition between a superdiffusive and a normal diffusive regime. We discuss different random-walk models with truncated power-law step lengths distributions that allow us to reproduce some of the properties extracted from the gambling logs. Analyzing the mean-squared displacement and the first-passage time distribution for these models allows us to identify the key features needed for observing this crossover from superdiffusion to normal diffusion."
36704251,The relationship between psycho-environmental characteristics and wellbeing in non-spending players of certain mobile games.,Petrovskaya Elena et al.,2023,Royal Society open science,"Revenue generation in modern digital games is often dependent on in-game continuous player spending. This brings concerns that games may be including features which drive player spending in potentially harmful ways. Moreover, it is unknown what types of individuals may be vulnerable to these design-driven harms. We used player-donated, objective data of playtime and in-game spending from a sample of 295 players of games previously identified as 'designed to drive spending'. We combined this with psycho-environmental characteristics and wellbeing measures administered to the players. Quantile regression analyses did not show an interaction between player characteristics and playtime/spend as predictors of wellbeing outcomes; nor did we find a difference in wellbeing between players of these games and games with alternative monetization models. This is discussed in light of a low proportion of spenders in the sample, which may affect results pertaining to the moderating role of spend. However, it suggests that while design features in games aiming to drive player spend may be unethical and problematic, they may not necessarily cause harm to the normative player."
35604522,Motives to engage with or refrain from gambling and loot box content: an exploratory qualitative investigation.,Puiras Erika et al.,2023,Journal of gambling studies,"This study examined motives to engage or refrain from engaging with gambling and loot boxes (i.e., in-game ""boxes"" that can be won within a game or purchased with in-game currency or real money, and which contain a random selection of prizes or objects). University students (n = 321) and community members (n = 279) completed an online questionnaire that included open-ended motives questions. Qualitative inductive content analysis was used to identify a number of overlapping motives to engage with or refrain from gambling and loot box content. Themes associated with motives to gamble included enjoyment, the chance to win, boredom, and charitable intentions. Self-reported reasons to engage with loot boxes included enjoyment, the chance to win, game progression, and passive engagement. In contrast, themes associated with refraining from gambling included negative consequences (e.g., addiction), uncertain outcomes, disinterest, finances, and accessibility. Similarly, reasons to refrain from loot boxes included negative consequences, gambling concerns, disinterest, finances, and accessibility. Overall, these findings, and particularly the overlapping themes between gambling and loot boxes engagement, provide further context and insight into the burgeoning research on loot boxes and assist in delineating their relation to gambling.Motives to engage with or refrain from gambling and loot box content: An exploratory qualitative investigation."
37915884,Loot box purchasing and indebtedness: The role of psychosocial factors and problem gambling.,Sirola Anu et al.,2023,Addictive behaviors reports,"Loot boxes are increasingly common random-reward monetization mechanisms in digital games. They are popular among gamblers and pose various risks due to their gambling-like nature, but little is known about psychosocial vulnerabilities and financial consequences of purchasing them. This article examined psychosocial associations with self-reported increase in loot box purchasing and indebtedness among past-year gamblers during the COVID-19 pandemic. Cross-sectional survey data were collected in April 2021 from Finnish, Swedish, and British past-year gamblers aged 18 to 75 (n = 2,022). Measures of loneliness, psychological resilience, and problem gambling were studied in relation to loot box purchasing and indebtedness. Structural equation modeling was used as an analytical technique. Loneliness was positively associated with self-reported increase in loot box purchasing. No evidence was found regarding the protective role of psychological resilience in loot box purchasing. Increased loot box purchasing was associated with problem gambling. Problem gambling mediated the relationship between loot box purchasing and indebtedness. The findings bring valuable insight into the psychosocial vulnerabilities and financial consequences in loot box purchasing. Loot box purchasing can add to one's financial strain particularly among vulnerable individuals such as problem gamblers, making it crucial to regulate such monetization practices."
